Abbreviation	Format	Prefered	Keyword	Type	Comment	Reference	Length	Rank_gross	Rank_detail	Region	Web link	Concatenated	Separable
vill	lower	0	Village			UC Berkeley	4	1	3	United States of America			
V	UPPER	-10	Villas			Ordnance Survey (UK)	1	10	10	United Kingdom			
VIL	UPPER	0	Villas			Ordnance Survey (UK)	3	10	10	United Kingdom			
VI	UPPER	0	Villas			Ordnance Survey (UK)	2	10	10	United Kingdom			
VI	UPPER	0	Virgin Islands	Admin-1		UC Berkeley	2	1	3	United States of America			
Va	MiXeD	0	Virginia	Admin-1		UC Berkeley	2	1	3	United States of America			
VA	UPPER	0	Virginia	Admin-1		UC Berkeley	2	1	3	United States of America			
VA	MiXeD	0	Virginia	Admin-1		Nat'l Geo. N. Amer. Atlas	2	1	1				
Vis Ctr	MiXeD	100	Visitor Center			Benchmark	7	1	1	United States of America			
Volc	MiXeD	0	Volcanic	Landcover		USGS	4	1	2	United States of America			
Volc	MiXeD	0	Volcano	Landform		USGS	4	1	2	United States of America			
VLC	UPPER	0	Volcano	Landform		UC Berkeley	3	1	3	United States of America			
Vol	MiXeD	50	Volcano	Point of interest		Nat'l Geo. N. Amer. Atlas	3	1	1				
VA	UPPER	0	Voluntary Assisted			Ordnance Survey (UK)	2	10	10	United Kingdom			
VC	UPPER	0	Voluntary Controlled			Ordnance Survey (UK)	2	10	10	United Kingdom			
Vobf	MiXeD	0	Vorbahnhof			UC Berkeley	4	1	3	United States of America			
VTD	UPPER	0	Voting district	Administration		UC Berkeley	3	1	3	United States of America			
VNP	UPPER	0	Voyageurs National Park	Proper name		UC Berkeley	3	1	3	United States of America			
W	UPPER	-10	Walk	Transport		Ordnance Survey (UK)	1	10	10	United Kingdom			
WLK	UPPER	0	Walk	Transport		Ordnance Survey (UK)	3	10	10	United Kingdom			
Wk	MiXeD	0	Walk	Transport		Ordnance Survey (UK)	2	10	10	United Kingdom			
W	UPPER	-10	Wall			Ordnance Survey (UK)	1	10	10	United Kingdom			
War Meml	MiXeD	0	War Memorial			Ordnance Survey (UK)	8	10	10	United Kingdom			
Whs	MiXeD	0	Warehouse			USGS	3	1	2	United States of America			
WMP	UPPER	0	Warning & Monitoring Post		Royal Observer Corps	Ordnance Survey (UK)	3	10	10	United Kingdom			
Wsh	MiXeD	0	Wash	Hydrology		USGS	3	1	2	United States of America			
WH	UPPER	0	Wash House			Ordnance Survey (UK)	2	10	10	United Kingdom			
Wash	MiXeD	0	Washington	Admin-1		UC Berkeley	4	1	3	United States of America			
WA	UPPER	0	Washington	Admin-1		UC Berkeley	2	1	3	United States of America			
W	UPPER	-10	Water			Ordnance Survey (UK)	1	10	10	United Kingdom			
Wr Bd	MiXeD	0	Water Board			Ordnance Survey (UK)	5	10	10	United Kingdom			
WC	UPPER	0	Water Closet			Ordnance Survey (UK)	2	10	10	United Kingdom			
WC	UPPER	0	Water Column			Ordnance Survey (UK)	2	10	10	United Kingdom			
WH	UPPER	0	Water House			Ordnance Survey (UK)	2	10	10	United Kingdom			
WL	UPPER	0	Water Level			USGS	2	1	2	United States of America			
WL	UPPER	0	Water Line			USGS	2	1	2	United States of America			
WM	UPPER	0	Water Main			Ordnance Survey (UK)	2	10	10	United Kingdom			
WP	UPPER	0	Water Plug			Ordnance Survey (UK)	2	10	10	United Kingdom			
Wr Pt	MiXeD	0	Water Point			Ordnance Survey (UK)	5	10	10	United Kingdom			
WS	UPPER	0	Water Surface			USGS	2	1	2	United States of America			
W.T.	Exact	0	Water tank			UC Berkeley	4	1	3	United States of America			
WT	UPPER	50	Water Tank			DeLorme	2	1	5	United States of America			
WTs	MiXeD	0	Water Tanks			USGS	3	1	2	United States of America			
Wr T	MiXeD	0	Water Tap			Ordnance Survey (UK)	4	10	10	United Kingdom			
WT	UPPER	0	Water Tap			Ordnance Survey (UK)	2	10	10	United Kingdom			
WT	UPPER	0	Water Tap (Public)			Ordnance Survey (UK)	2	10	10	United Kingdom			
Wr Twr	MiXeD	0	Water Tower			Ordnance Survey (UK)	6	10	10	United Kingdom			
WT	UPPER	0	Water Tower			USGS	2	1	2	United States of America			
WTs	MiXeD	0	Water Towers			USGS	3	1	2	United States of America			
WV	UPPER	0	Water Valve			Ordnance Survey (UK)	2	10	10	United Kingdom			
Wr Wks	MiXeD	0	Water Works			Ordnance Survey (UK)	6	10	10	United Kingdom			
Fall	MiXeD	0	Waterfall	Hydrology		Ordnance Survey (UK)	4	10	10	United Kingdom			
Fll	MiXeD	0	Waterfall	Hydrology		UC Berkeley	3	1	3	United States of America			
WMA	UPPER	100	Waterfowl Management Area			Benchmark	3	1	1	United States of America			
WH	UPPER	0	Waterhole	Hydrology		USGS	2	1	2	United States of America			
W	UPPER	-10	Watershed	Hydrology		Ordnance Survey (UK)	1	10	10	United Kingdom			
Wwy	MiXeD	0	Waterway	Hydrology		USGS	3	1	2	United States of America			
WW	UPPER	0	Waterworks			USGS	2	1	2	United States of America			
W	UPPER	-10	Way	Transport		Ordnance Survey (UK)	1	10	10	United Kingdom			
WY	UPPER	0	Way	Transport		Ordnance Survey (UK)	2	10	10	United Kingdom			
WB	UPPER	0	Weather Bureau	Organization		USGS	2	1	2	United States of America			
WS Sig Sta	MiXeD	0	Weather Service Signal Station			USGS	10	1	2	United States of America			
WB	UPPER	0	Weighbridge			Ordnance Survey (UK)	2	10	10	United Kingdom			
WB	UPPER	0	Weighing Machine			Ordnance Survey (UK)	2	10	10	United Kingdom			
WM	UPPER	0	Weighing Machine			Ordnance Survey (UK)	2	10	10	United Kingdom			
W	UPPER	-10	Weir	Hydrology		Ordnance Survey (UK)	1	10	10	United Kingdom			
W	UPPER	-10	Well	Hydrology		Ordnance Survey (UK)	1	10	10	United Kingdom			
Wes	MiXeD	0	Wesleyan			Ordnance Survey (UK)	3	10	10	United Kingdom			
Wes Meth	MiXeD	0	Wesleyan Methodist	Religion		Ordnance Survey (UK)	8	10	10	United Kingdom			
W Meth	MiXeD	0	Wesleyan Methodist	Religion		Ordnance Survey (UK)	6	10	10	United Kingdom			
W	UPPER	100	West			USGS	1	1	2	United States of America			
WNW	UPPER	0	West northwest	Direction		UC Berkeley	3	1	3	United States of America			
WSW	UPPER	0	West southwest	Direction		UC Berkeley	3	1	3	United States of America			
W. Va.	Exact	0	West Virginia	Admin-1		UC Berkeley	6	1	3	United States of America			
WV	UPPER	0	West Virginia	Admin-1		UC Berkeley	2	1	3	United States of America			
W	UPPER	-10	Westen	Direction	West	UC Berkeley	1	1	3	German			
W	UPPER	0	Western	Direction		Nat'l Geo. N. Amer. Atlas	1	1	1				
w	lower	-10	westlich	Direction	western	UC Berkeley	1	1	3	German			
W	UPPER	-10	Wharf	Feature		Ordnance Survey (UK)	1	10	10	United Kingdom			
Whf	MiXeD	0	Wharf	Feature		USGS	3	1	2	United States of America			
WF	UPPER	0	Wharf	Feature		Ordnance Survey (UK)	2	10	10	United Kingdom			
Whvs	MiXeD	0	Wharves	Feature		USGS	4	1	2	United States of America			
WA	UPPER	100	Wildlife Area			Benchmark	2	1	1	United States of America			
WMA	UPPER	50	Wildlife Management Area			DeLorme	3	1	5	United States of America			
Wd El Gen	MiXeD	0	Wind Electricity Generator			Ordnance Survey (UK)	9	10	10	United Kingdom			
Wd Pp	MiXeD	0	Wind Pump			Ordnance Survey (UK)	5	10	10	United Kingdom			
WM	UPPER	0	Windmill			USGS	2	1	2	United States of America			
WWL	UPPER	0	Winter Water Level			Ordnance Survey (UK)	3	10	10	United Kingdom			
WN	UPPER	0	Wire Nail			Ordnance Survey (UK)	2	10	10	United Kingdom			
WT Sta	MiXeD	0	Wireless Station			Ordnance Survey (UK)	6	10	10	United Kingdom			
Wis	MiXeD	0	Wisconsin	Admin-1		UC Berkeley	3	1	3	United States of America			
WI	UPPER	0	Wisconsin	Admin-1		UC Berkeley	2	1	3	United States of America			
WC	UPPER	0	Witness Corner			USGS	2	1	2	United States of America			
WM	UPPER	0	Witness Mark			Ordnance Survey (UK)	2	10	10	United Kingdom			
W	UPPER	-10	Wood			Ordnance Survey (UK)	1	10	10	United Kingdom			
WP	UPPER	0	Wooden Peg			Ordnance Survey (UK)	2	10	10	United Kingdom			
W Post	MiXeD	0	Wooden Post			Ordnance Survey (UK)	6	10	10	United Kingdom			
WC	UPPER	100	Work Center			Benchmark	2	1	1	United States of America			
WS	UPPER	0	Work Shop			Ordnance Survey (UK)	2	10	10	United Kingdom			
Wks	MiXeD	0	Works			Ordnance Survey (UK)	3	10	10	United Kingdom			
Wk	MiXeD	0	Wreck			USGS	2	1	2	United States of America			
Wyo	MiXeD	0	Wyoming	Admin-1		UC Berkeley	3	1	3	United States of America			
WY	UPPER	0	Wyoming	Admin-1		UC Berkeley	2	1	3	United States of America			
Y	UPPER	-10	Yard			Ordnance Survey (UK)	1	10	10	United Kingdom			
Yd	MiXeD	0	Yard	Point of interest		Ordnance Survey (UK)	2	10	10	United Kingdom			
yd	lower	200	Yard	Measurement		NVK	2	1	4	United States of America			
yr	lower	0	Year	Time		USGS	2	1	2	United States of America			
YMCA	UPPER	0	Young Men's Christian Association	Organization		Ordnance Survey (UK)	4	10	10	United Kingdom			
YWCA	UPPER	0	Young Women's Christian Association	Organization		Ordnance Survey (UK)	4	10	10	United Kingdom			
Y	UPPER	-10	Youth Hostel	Feature		Ordnance Survey (UK)	1	10	10	United Kingdom			
YH	UPPER	0	Youth Hostel	Feature		Ordnance Survey (UK)	2	10	10	United Kingdom			
YK	UPPER	0	Yukon	Admin-1		UC Berkeley	2	1	3	United States of America			
ZCTA	UPPER	0	ZipCode Tabulation Area	Region		UC Berkeley	4	1	3	United States of America			
Ave	MiXeD		Avenue	Road abbreviation		Waze				English			
Blvd	MiXeD		Boulevard	Road abbreviation		Waze				English			
Bdwy	MiXeD		Broadway	Road abbreviation		Waze				English			
Cl	MiXeD		Close	Road abbreviation		Waze				English			
Ct	MiXeD		Court	Road abbreviation		Waze				English			
Cr	MiXeD		Crescent	Road abbreviation		Waze				English			
Dr	MiXeD		Drive	Road abbreviation		Waze				English			
Gdn	MiXeD		Garden	Road abbreviation		Waze				English			
Gdns	MiXeD		Gardens	Road abbreviation		Waze				English			
Gn	MiXeD		Green	Road abbreviation		Waze				English			
Gr	MiXeD		Grove	Road abbreviation		Waze				English			
Ln	MiXeD		Lane	Road abbreviation		Waze				English			
Mt	MiXeD		Mount	Road abbreviation		Waze				English			
Pl	MiXeD		Place	Road abbreviation		Waze				English			
Pk	MiXeD		Park	Road abbreviation		Waze				English			
Rd	MiXeD		Road	Road abbreviation		Waze				English			
Sq	MiXeD		Square	Road abbreviation		Waze				English			
St	MiXeD		Street	Road abbreviation		Waze				English			
Ter	MiXeD		Terrace	Road abbreviation		Waze				English			
US Hwy.	Exact		United States Highway	Road abbreviation		Waze				United States of America			
US Hwy.	Exact		US Route	Road abbreviation		Waze				United States of America			
US Hwy.	Exact		US Highway	Road abbreviation		Waze				United States of America			
State Hwy.	Exact		State Highway	Road abbreviation		Waze				United States of America			
State Rt.	Exact		State Route	Road abbreviation		Waze				United States of America			
I-	Exact		Interstate	Road abbreviation		Waze				United States of America			
Bnd	MiXeD		Bound	Road abbreviation		Waze				United States of America			
Thwy	MiXeD		Throughway	Road abbreviation		Waze				United States of America			
Accs			Access	Road abbreviation		OSM				English	http://wiki.openstreetmap.org/wiki/Name_finder:Abbreviations		
AFB			Air Force Base	Road abbreviation		OSM				English			
ANGB			Air National Guard Base	Road abbreviation		OSM				English			
Aprt			Airport	Road abbreviation		OSM				English			
Al			Alley	Road abbreviation		OSM				English			
All			Alley	Road abbreviation		OSM				English			
Ally			Alley	Road abbreviation		OSM				English			
Aly			Alley	Road abbreviation		OSM				English			
Alwy			Alleyway	Road abbreviation		OSM				English			
Ambl			Amble	Road abbreviation		OSM				English			
Apts			Apartments	Road abbreviation		OSM				English			
Apch			Approach	Road abbreviation		OSM				English			
App			Approach	Road abbreviation		OSM				English			
Arc			Arcade	Road abbreviation		OSM				English			
Artl			Arterial	Road abbreviation		OSM				English			
Arty			Artery	Road abbreviation		OSM				English			
Av			Avenue	Road abbreviation		OSM				English			
Ave			Avenue	Road abbreviation		OSM				English			
Bk			Back	Road abbreviation		OSM				English			
Ba			Banan	Road abbreviation		OSM				English			
Basn			Basin	Road abbreviation		OSM				English			
Bsn			Basin	Road abbreviation		OSM				English			
Bch			Beach	Road abbreviation		OSM				English			
Bnd			Bend	Road abbreviation		OSM				English			
Blk			Block	Road abbreviation		OSM				English			
Bwlk			Boardwalk	Road abbreviation		OSM				English			
Blvd			Boulevard	Road abbreviation		OSM				English			
Bvd			Boulevard	Road abbreviation		OSM				English			
Bdy			Boundary	Road abbreviation		OSM				English			
Bl			Bowl	Road abbreviation		OSM				English			
Br			Brace	Road abbreviation		OSM				English			
Br			Brae	Road abbreviation		OSM				English			
Brae			Brae	Road abbreviation		OSM				English			
Brk			Break	Road abbreviation		OSM				English			
Bdge			Bridge	Road abbreviation		OSM				English			
Br			Bridge	Road abbreviation		OSM				English			
Brdg			Bridge	Road abbreviation		OSM				English			
Bri			Bridge	Road abbreviation		OSM				English			
Bdwy			Broadway	Road abbreviation		OSM				English			
Bway		50	Broadway	Road abbreviation		OSM				English			
B'way			Broadway	Road abbreviation		OSM				English			
Bwy			Broadway	Road abbreviation		OSM				English			
Brk			Brook	Road abbreviation		OSM				English			
Brw			Brow	Road abbreviation		OSM				English			
Brow			Brow	Road abbreviation		OSM				English			
Bldg			Building	Road abbreviation		OSM				English			
Bldng			Building	Road abbreviation		OSM				English			
Bldgs			Buildings	Road abbreviation		OSM				English			
Bldngs			Buildings	Road abbreviation		OSM				English			
Bus			Business	Road abbreviation		OSM				English			
Bps			Bypass	Road abbreviation		OSM				English			
Byp			Bypass	Road abbreviation		OSM				English			
Bypa			Bypass	Road abbreviation		OSM				English			
Bywy			Byway	Road abbreviation		OSM				English			
Cvn			Caravan	Road abbreviation		OSM				English			
Caus			Causeway	Road abbreviation		OSM				English			
Cswy			Causeway	Road abbreviation		OSM				English			
Cway			Causeway	Road abbreviation		OSM				English			
C'way			Causeway	Road abbreviation		OSM				English			
Cen			Center	Road abbreviation		OSM				English			
Ctr			Center	Road abbreviation		OSM				English			
Ctrl			Central	Road abbreviation		OSM				English			
Cen			Centre	Road abbreviation		OSM				English			
Ctr			Centre	Road abbreviation		OSM				English			
Cnwy			Centreway	Road abbreviation		OSM				English			
Ch			Chase	Road abbreviation		OSM				English			
Ch			Church	Road abbreviation		OSM				English			
Cir			Circle	Road abbreviation		OSM				English			
Cct			Circuit	Road abbreviation		OSM				English			
Ci			Circuit	Road abbreviation		OSM				English			
Crc			Circus	Road abbreviation		OSM				English			
Crcs			Circus	Road abbreviation		OSM				English			
Cty			City	Road abbreviation		OSM				English			
Cl			Close	Road abbreviation		OSM				English			
Cmn			Common	Road abbreviation		OSM				English			
Comm			Common	Road abbreviation		OSM				English			
Comm			Community	Road abbreviation		OSM				English			
Cnc			Concourse	Road abbreviation		OSM				English			
Con			Concourse	Road abbreviation		OSM				English			
Cps			Copse	Road abbreviation		OSM				English			
Cnr			Corner	Road abbreviation		OSM				English			
Crn			Corner	Road abbreviation		OSM				English			
Cso			Corso	Road abbreviation		OSM				English			
Cotts			Cottages	Road abbreviation		OSM				English			
Cott			Cottage	Road abbreviation		OSM				English			
Co			County	Road abbreviation		OSM				English			
CR			County Route	Road abbreviation		OSM				English			
Crt			Court	Road abbreviation		OSM				English			
Ct			Court	Road abbreviation		OSM				English			
Cyd			Courtyard	Road abbreviation		OSM				English			
Ctyd			Courtyard	Road abbreviation		OSM				English			
Ce			Cove	Road abbreviation		OSM				English			
Cov			Cove	Road abbreviation		OSM				English			
Cv			Cove	Road abbreviation		OSM				English			
Ck			Creek	Road abbreviation		OSM				English			
Cr			Creek	Road abbreviation		OSM				English			
Crk			Creek	Road abbreviation		OSM				English			
Cr			Crescent	Road abbreviation		OSM				English			
Cres			Crescent	Road abbreviation		OSM				English			
Crst			Crest	Road abbreviation		OSM				English			
Cst			Crest	Road abbreviation		OSM				English			
Cft			Croft	Road abbreviation		OSM				English			
Cs			Cross	Road abbreviation		OSM				English			
Crss			Cross	Road abbreviation		OSM				English			
Crsg			Crossing	Road abbreviation		OSM				English			
Csg			Crossing	Road abbreviation		OSM				English			
Xing			Crossing	Road abbreviation		OSM				English			
Crd			Crossroad	Road abbreviation		OSM				English			
Cowy			Crossway	Road abbreviation		OSM				English			
Cds			Cul-de-sac	Road abbreviation		OSM				English			
Csac			Cul-de-sac	Road abbreviation		OSM				English			
Cve			Curve	Road abbreviation		OSM				English			
Cutt			Cutting	Road abbreviation		OSM				English			
Dle			Dale	Road abbreviation		OSM				English			
Dale			Dale	Road abbreviation		OSM				English			
Devn			Deviation	Road abbreviation		OSM				English			
Dip			Dip	Road abbreviation		OSM				English			
Dstr			Distributor	Road abbreviation		OSM				English			
Dn			Down	Road abbreviation		OSM				English			
Dn			Downs	Road abbreviation		OSM				English			
Dr			Drive	Road abbreviation		OSM				English			
Drv			Drive	Road abbreviation		OSM				English			
Dv			Drive	Road abbreviation		OSM				English			
Drwy			Driveway	Road abbreviation		OSM				English			
Dvwy			Driveway	Road abbreviation		OSM				English			
Dwy			Driveway	Road abbreviation		OSM				English			
E			East	Road abbreviation		OSM				English			
Edg			Edge	Road abbreviation		OSM				English			
Edge			Edge	Road abbreviation		OSM				English			
Elb			Elbow	Road abbreviation		OSM				English			
End			End	Road abbreviation		OSM				English			
Ent			Entrance	Road abbreviation		OSM				English			
Esp			Esplanade	Road abbreviation		OSM				English			
Est			Estate	Road abbreviation		OSM				English			
Exp			Expressway	Road abbreviation		OSM				English			
Expy			Expressway	Road abbreviation		OSM				English			
Expwy		100	Expressway	Road abbreviation		OSM				English			
Ex			Extension	Road abbreviation		OSM				English			
Fawy			Fairway	Road abbreviation		OSM				English			
Fy			Fairway	Road abbreviation		OSM				English			
Fr			Father	Road abbreviation		OSM				English			
Fy			Ferry	Road abbreviation		OSM				English			
Fd			Field	Road abbreviation		OSM				English			
Ftrk			Fire Track	Road abbreviation		OSM				English			
Fit			Firetrail	Road abbreviation		OSM				English			
Fl			Flat	Road abbreviation		OSM				English			
Flat			Flat	Road abbreviation		OSM				English			
Folw			Follow	Road abbreviation		OSM				English			
Ftwy			Footway	Road abbreviation		OSM				English			
Fshr			Foreshore	Road abbreviation		OSM				English			
Form			Formation	Road abbreviation		OSM				English			
Ft			Fort	Road abbreviation		OSM				English			
Frwy			Freeway	Road abbreviation		OSM				English			
Fwy			Freeway	Road abbreviation		OSM				English			
Frnt			Front	Road abbreviation		OSM				English			
Fr			Frontage	Road abbreviation		OSM				English			
Frtg			Frontage	Road abbreviation		OSM				English			
Gap			Gap	Road abbreviation		OSM				English			
Gdn			Garden	Road abbreviation		OSM				English			
Gdn			Gardens	Road abbreviation		OSM				English			
Gdns			Gardens	Road abbreviation		OSM				English			
Ga			Gate	Road abbreviation		OSM				English			
Gte			Gate	Road abbreviation		OSM				English			
Ga			Gates	Road abbreviation		OSM				English			
Gte			Gates	Road abbreviation		OSM				English			
Gwy			Gateway	Road abbreviation		OSM				English			
Geo			George	Road abbreviation		OSM				English			
Gl			Glade	Road abbreviation		OSM				English			
Gld			Glade	Road abbreviation		OSM				English			
Glde			Glade	Road abbreviation		OSM				English			
Gln			Glen	Road abbreviation		OSM				English			
Glen			Glen	Road abbreviation		OSM				English			
Gra			Grange	Road abbreviation		OSM				English			
Gn			Green	Road abbreviation		OSM				English			
Grn			Green	Road abbreviation		OSM				English			
Grnd			Ground	Road abbreviation		OSM				English			
Gr			Grove	Road abbreviation		OSM				English			
Gro			Grove	Road abbreviation		OSM				English			
Gr			Grovet	Road abbreviation		OSM				English			
Gly			Gully	Road abbreviation		OSM				English			
Hbr			Harbor	Road abbreviation		OSM				English			
Hbr			Harbour	Road abbreviation		OSM				English			
Hvn			Haven	Road abbreviation		OSM				English			
Hd			Head	Road abbreviation		OSM				English			
Hd			Heads	Road abbreviation		OSM				English			
Hgts			Heights	Road abbreviation		OSM				English			
Ht			Heights	Road abbreviation		OSM				English			
Hts			Heights	Road abbreviation		OSM				English			
HS			High School	Road abbreviation		OSM				English			
Hird			Highroad	Road abbreviation		OSM				English			
Hrd			Highroad	Road abbreviation		OSM				English			
Hwy			Highway	Road abbreviation		OSM				English			
